"x"
" malignant"
" malignant"
" malignant"
" malignant"
" benign"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" benign"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" benign"
" benign"
" benign"
" malignant"
" malignant"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" malignant"
" benign"
" malignant"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" malignant"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" malignant"
" benign"
" benign"
" benign"
" malignant"
" benign"
" malignant"
" malignant"
" malignant"
" benign"
" benign"
" benign"
" malignant"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" benign"
" malignant"
" benign"
" benign"
" benign"
" malignant"
" benign"
" benign"
" malignant"
" malignant"
" benign"
" benign"
" malignant"
" benign"
" benign"
" malignant"
" benign"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" malignant"
" malignant"
" benign"
" malignant"
" benign"
" benign"
" malignant"
" malignant"
" benign"
" malignant"
" malignant"
" malignant"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" malignant"
" benign"
" malignant"
" benign"
" malignant"
" benign"
" benign"
" malignant"
" malignant"
" malignant"
" benign"
" malignant"
" malignant"
" benign"
" malignant"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" malignant"
" benign"
" malignant"
" benign"
" benign"
" benign"
" malignant"
" malignant"
" malignant"
" malignant"
" malignant"
" malignant"
" malignant"
" benign"
" benign"
" malignant"
" malignant"
" benign"
" benign"
" benign"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" benign"
" benign"
" benign"
" malignant"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" malignant"
" benign"
" benign"
" benign"
" malignant"
" benign"
" benign"
" malignant"
" malignant"
" benign"
" benign"
" malignant"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" malignant"
" benign"
" benign"
" malignant"
" malignant"
" benign"
" benign"
" benign"
" malignant"
" benign"
" benign"
" benign"
" malignant"
" malignant"
" benign"
" malignant"
" malignant"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" benign"
" malignant"
" malignant"
" benign"
" malignant"
" benign"
" benign"
" benign"
" malignant"
" benign"
" benign"
" malignant"
" benign"
" benign"
" benign"
" malignant"
" benign"
" benign"
" benign"
" benign"
" malignant"
" malignant"
" malignant"
" benign"
" malignant"
" malignant"
" malignant"
" benign"
" benign"
